Table 1.  Disease-modifying drugs in independent trials involving more than 1 neurodegenerative disorder.,,,,,,,,,,,,
Drug,Trial,Phase,Diagnosis,Number of Participants,Duration of Trial,Primary Outcome(s),Biomarker Outcome(s),Year Registered,Status,,,
,NCT01168596,P4,PD,30,Change from baseline to week 12,Visual Analog Scale - Subset: Tense; Visual Analog Scale - Subset: Happy; Visual Analog Scale - Subset: Tired; Visual Analog Scale - Subset: Energetic; Visual Analog Scale - Subset: Angry; Visual Analog Scale - Subset: Sad; Visual Analog Scale - Subset: Confused; Unified Parkinson's Disease Rating Scale - Motor (UPDRS Part III); Becks Depression Inventory (BDI-II); State-Trait Anxiety Inventory (STAI); Visual Analog Scale - Subset: Afraid; Marin Apathy Inventory (Apathy Evaluation Scale); Parkinson's Disease Sleep Scale (PDSS); Hand-grip Strength; Finger Tapping; Paced Auditory Serial Addition Test (PASAT); PD Quality of Life Scale (PDQ39); Multidimensional Fatigue Inventory (MFIS); Fatigue Severity Scale (FSS); Modified Fatigue Impact Scale (MFIS),,2010,2014; Completed,,,
,NCT01879748,P1,PD,64,From informed consent signing to end of study (Day 12),"Cmax; Tmax; AUC from time 0 to the time of the last measurable drug concentration (AUC0-t); AUC from time 0 to infinity (AUC∞); Percentage extrapolated AUC (%AUCext); Apparent plasma terminal elimination rate constant (λz); Associated elimination half life (t½); AUC over the dosing interval at steady state (AUCτ); Minimum measured plasma concentration at steady state by inspection (Cmin,ss); Average plasma concentration at steady state (Cav,ss); Fluctuation at steady state; Steady-state accumulation ratio (Rss); Apparent total body clearance (CL/F); Apparent total volume of distribution (V/F); Concentrations of 1-aminoindan; Peripheral monoamine oxidase B (MAOB); Occurrence of Adverse Events",,2013,2013; Completed,,,
,NCT01268891,P3,PD,132,Week 18,Clinical Status Using CGI-I Score During ON Time; Change From Baseline in UPDRS Motor Score During ON Time; Change From Baseline in UPDRS-ADL Score During OFF Time; Change From Baseline in Mean Total Daily OFF Time Using Parkinson's Disease Patient Diary,,2010,2013; Completed,,,
,NCT01007630,P4,PD,36,10 w,Change from baseline in UPSIT score at 10-week visit; Tolerability: Number of subjects (%) who discontinue the study due to AEs; Safety: AE incidence,,2009,2013; Unknown status,,,
,NCT01736891,P3,PD,268,"0, 6, 16 w",Physical examination.; Adverse Events: the occurrence of melanoma.; Grade of UPDRS I; BP、 temperature、 breath and heart rate after 5 minutes of stasis.; Analysis of the changing rate of the UPDRSⅡ -Ⅵ after treatment of week 6/14/16.; The rate of patients whose Levodopa dose is adjusted after 6/14/16 weeks of treatment.; Efficacy of rasagiline vs placebo as assessed by the change from baseline to week 14 in mean total daily OFF time measured by patients' home diaries in levodopa-treated PD patients with motor fluctuations.; Change from baseline to week 6/10/16 in mean total daily OFF time measured by patients' home diaries.; Change from baseline to week 6/14/16 in mean total daily ON time measured by patients' home diaries.; Change from baseline to week 6/14/16 on Unified Parkinson's Disease Rating Scale (UPDRS) Ⅱ- Ⅵ Activities of Daily Living.; Change from baseline to week 6/10/14/16 in mean total daily ON time measured by patients' home diaries.; Blood routine、 urine routine、 ALT、 AST、 TBiL、 γ-GTP、 ALP、 BUN、 Cr、 ECG.,,2012,2013; Completed,,,
,NCT01187888,P3,PSP,44,1 year,"Assessment of the need for additional L-DOPA therapy or the need to increase the dose of L-DOPA during the trial; Reduction of the reported deterioration using the PSP rating scale; Reduction of gait disturbances and postural stability; Adverse Event (AE) incidence; Safety laboratory values (blood cell count, aspartate aminotransferase [AST], alanine aminotransferase [ALT], creatinine, Vitamin B12, folic acid, homocysteine and methylmalonic acid); Vital signs; Number of subjects (%) who discontinue the study; Number of subjects (%) who discontinue the study due to AEs",,2010,2013; Terminated,,,
,NCT01178047,P4,PD,1,Baseline after 8 w of treatment,Efficacy of rasagiline on sleep disturbances in PD patients: Parkinson's Disease Sleep Scale (PDSS),,2010,2012; Terminated,,,
,NCT01652313,P1,PD,12,7 d,Pharmacokinetic (PK) AUC determination of rasagiline and its metabolite 1-aminoindan (1-AI); PK Cmax determination of rasagiline and its metabolite 1-aminoindan (1-AI); Number of patients with adverse events as a measure of safety and tolerability,,2012,2012; Completed,,,
,NCT01048229,P4,PD,112,each visit,frequency of 'significant' adverse events; percentage of patients with sleep disorders; Epworth Sleepiness Scale (ESS); CGI-I and PGI-I,,2010,2012; Terminated,,,
,NCT01385735,P4,PD,70,12 w,"Assess the effect of Azilect on mood, recognition of facial and vocal affect and emotional expressiveness; Effect on motor function in PD",,2011,2011; Unknown status,,,
Deferiprone,NCT02655315,P2,PD,372,"baseline, at 12, 36 and 40 w",Global effect (symptomatic and disease modifying effects) on motor and non motor handicap; Disease-modifying effect on motor and non motor handicap; Effect of the motor symptoms; Quality of life and autonomy by PDQ-39 score; Quality of life and autonomy by Clinical Global Impression score; Health economics assessment; EQ-5D questionnaire; Safety criteria; Effect on overall cognitive status; Effect on gait disorders; Effect on daily living; Effect on non-motor symptoms; Lack of occurrence of motor fluctuations,,2016,"2021; Active, not recruiting",,,
,NCT03293069,P2/P3,ALS,240,"Baseline, at 12 m",CAFS score (Combined Assessment of Function and Survival); Changes in ALS Functional Rating Scale-Revised (ALSFRS-R) total score; All-cause and respiratory insufficiency mortality; Changes in muscle strength; Change in the slow vital capacity; Changes in body weight; Change in Quality of life; DSMIV criteria; Fronto-Temporal Dementia (FTD) criteria; Change in Montreal Cognitive Assessment (MoCA); Change in Edinburgh Cognitive and Behavioural Amyotrophic Lateral Sclerosis Screen (ECAS),,2017,2020; Recruiting,,,
,NCT02728843,P2,PD,140,4 hours,"Score on the Part III subscale of the Movement Disorder Society-Unified Parkinson's Disease Rating Scale (MDS-UPDRS); Total score on the MDS-UPDRS; Scores on the Part I, Part II, and Part IV subscales of the MDS-UPDRS; Combined scores from Parts II and III of the MDS-UPDRS; Score on the Montreal Cognitive Assessment (MoCA) test; Pharmacodynamics measures of oxidative stress biomarkers; Pharmacodynamics measures of inflammatory factor biomarkers; Time until need for rescue medication; Safety of deferiprone; Cmax for serum deferiprone and deferiprone 3-O-glucuronide; Tmax for serum deferiprone and deferiprone 3-O-glucuronide; AUC0-∞for Serum Deferiprone and Deferiprone 3-O-glucuronide",,2016,2019; Completed,,,
,NCT02878538,Early P1,MCI,0,12 m,"Efficacy of deferiprone therapy on ""d"" scores in Mild Cognitive Impairment (MCI); Explore deferiprone's longitudinal effect on ""d"" and dementia conversion",,2016,2018; Withdrawn,,,
,NCT02164253,P2,ALS,23,"V3, V9","Comparison of the progression of ALSFRS-R (Amyotrophic Lateral Sclerosis Functional Rating Scale ) score for 3 months without treatment (V0 to V3) in the period of the first three months under treatment (V3 to V6).; Evolution of Amyotrophic Lateral Sclerosis Functional Rating Scale; The proportion of patients who become non-self-sufficient after 12 months with the appearance of a sub scores ALSFRS-R less than or equal to 2 on swallowing, cut food using utensils or walk.; Number of patients with anemia at 12 months defined by a hemoglobin / dL Hb <12 g; Number of serious and non-serious adverse events; Progression of respiratory vital capacity tests; Values of R2 * in MRI; Oxidative stress markers analyzed blindly in blood and cerebrospinal fluid; No alteration of energy metabolism in aerobic and anaerobic blood and cerebrospinal fluid",,2014,2017; Completed,,,
Valtrex,NCT04710030,P2,MCI,50,"Week 0, week 12, week 26, Week 52",Change in accumulation of amyloid plaque (18F-Florbetapir PET) from Screening or Week 0 to Week 52.; Change in Alzheimer's Disease Cooperative Study- Preclinical Alzheimer Cognitive Composite (PAAC) cognitive composite score from Week 0 to Week 52.; Change in Alzheimer's Disease Cooperative Study-Activities of Daily Living scale-PI (ADCS-ADL-PI) score from Week 0 to Week 52.,,2021,2021; Recruiting,,,
,NCT03282916,P2,AD,130,"Week 0, Week 78","Change in Alzheimer's Disease Assessment Scale - Cognition (ADAS-COG11, modified version) scores from baseline to 78 weeks.; Change in Alzheimer's Disease Cooperative Study - Activities of Daily Living (ADCS-ADL) scores from baseline to 78 weeks.; Change in total 18F-Florbetapir brain uptake from baseline to 78 weeks.; Change in total 18F-MK-6240 brain uptake from baseline to 78 weeks.",,2017,2021; Recruiting,,,
EEG,NCT01019343,N/A,PD,1273,throughout,MRI; EEG and MEG; TMS; Behavioral measures,,2009,2021; Completed,,,device
,NCT04361955,N/A,PD,30,collected during the 8 hour office visit,characterize and record brain activity,,2020,2020; Recruiting,,,
,NCT03654911,,"MCI, AD",150,2 years,Biomarkers: EEG; Biomarker: ApoE4; Biomarker: Accuracy of digital classifier,,2018,2020; Completed,,,
,NCT02548897,N/A,PD,5,up to m 24 post DBS surgery,Number of freezing of gait events,,2015,2017; Completed,,,
,NCT01880151,N/A,AD,90,Baseline,Frequency band charactersitics of the electrophysiological brain response,,2013,2016; Unknown status,,,
EMG,NCT01019343,N/A,PD,1273,throughout,MRI; EEG and MEG; TMS; Behavioral measures,,2009,2021; Completed,,,device
,NCT04361955,N/A,PD,30,collected during the 8 hour office visit,characterize and record brain activity,,2020,2020; Recruiting,,,
,NCT02429492,N/A,ALS,120,"The participants will be invited to 4 sessions of EMG recordings whose duration will be of 2h30, within the month after inlcusion for ALS patients and within the year after inclusion for the healthy subjects",Excitability of spinal neurons,,2015,2017; Recruiting,,,
TAK-071,NCT04334317,P2,PD,74,Days 1 and 105: pre-dose and at multiple time-points post-dose,"Change from Baseline in Gait Variability during a 2-minute Dual-Task Walking Test After 6-week Treatment with TAK-071 Compared with Placebo; Sentinel Cohort, Cmax: Maximum Observed Plasma Concentration for TAK-071 in Healthy Participants; Sentinel Cohort, Tmax: Time to Reach the Maximum Plasma Concentration (Cmax) for TAK-071 in Healthy Participants; Sentinel Cohort, AUC(0-24): Area Under the Plasma Concentration-time Curve From Time 0 to 24 Hours for TAK-071 in Healthy Participants; Sentinel Cohort, AUClast: Area Under The Concentration-Time Curve From Time 0 To The Last Quantifiable Concentration in Healthy Participants; Sentinel Cohort, AUCinf: Area Under The Concentration-Time Curve From Time 0 To Infinity in Healthy Participants; Change from Baseline in Global Cognition Profile; Ctrough: Observed Concentration at the End of a Dosing Interval for TAK-071 in Parkinson's Disease (PD) Participants; Cmax: Maximum Observed Plasma Concentration for TAK-071 in PD Participants; AUC: Area Under the Plasma Concentration-time Curve for TAK-071 in PD Participants; Tmax: Time to Reach the Maximum Plasma Concentration (Cmax) for TAK-071 in PD Participants",,2020,2021; Recruiting,,,
,NCT02769065,P1,"AD,  ",179,Pre-dose on Day 28 and at multiple time points (up to 36 hours) post-dose,"CSF Cmax: Maximum Observed Concentration in Cerebrospinal Fluid (CSF) for TAK-071; Ratio of Geometric Mean of AUC(0-24) for Donepezil After 21 Daily Doses of TAK-071; Ratio of Geometric Mean of Cmax for Donepezil After 21 Daily Doses of TAK-071; AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours Post-dose for Donepezil; Cmax: Maximum Observed Plasma Concentration for Donepezil MRD Non-Japanese Participants; Tmax: Time to Reach the Maximum Plasma Concentration (Cmax) for Donepezil MRD Non-Japanese Participants; Ratio of CSF AUC(0-36) to the Plasma AUC(0-36) for TAK-071; Ratio of CSF AUC(0-12) to the Plasma AUC(0-12) for TAK-071; CSF AUC(0-36): Area Under the CSF Concentration-time Curve From Time 0 to 36 Hours for TAK-071; CSF AUC(0-12): Area Under the CSF Concentration-time Curve From Time 0 to 12 Hours for TAK-071; CLR: Renal Clearance for TAK-071 MRD Japanese Participants; CLR: Renal Clearance for TAK-071 MRD Non-Japanese Participants; CLR: Renal Clearance for TAK-071 SRD Non-Japanese Participants; Fet: Fraction of Administered Dose of Drug Excreted in Urine From Time 0 to Time t for TAK-071 MRD Japanese Participants; Fet: Fraction of Administered Dose of Drug Excreted in Urine From Time 0 to Time t for TAK-071 MRD Non-Japanese Participants; Fet: Fraction of Administered Dose of Drug Excreted in Urine From Time 0 to Time t for TAK-071 SRD Non-Japanese Participants; AEt: Amount of Drug Excreted in Urine From Time 0 to Time t for TAK-071 MRD Japanese Participants; AEt: Amount of Drug Excreted in Urine From Time 0 to Time t for TAK-071 MRD Non-Japanese Participants; AEt: Amount of Drug Excreted in Urine From Time 0 to Time t for TAK-071 SRD Non-Japanese Participants; Accumulation Ratio Based on Plasma Cmax (Rac[Cmax]) for TAK-071 MRD Non-Japanese Participants; Accumulation Ratio Based on Plasma Cmax (Rac[Cmax]) for TAK-071 MRD Japanese Participants; Accumulation Ratio Based on AUCτ (Rac[AUC]) for TAK-071 MRD Non-Japanese Participants; Accumulation Ratio Based on AUCτ (Rac[AUC]) for TAK-071 MRD Japanese Participants; Vz/F: Apparent Volume of Distribution During the Terminal Disposition Phase After Extravascular Administration for TAK-071 SRD Non-Japanese Participants TAK-071 + Donepezil; Vz/F: Apparent Volume of Distribution During the Terminal Disposition Phase After Extravascular Administration for TAK-071 Relative Bioavailability and Food Effect; Vz/F: Apparent Volume of Distribution During the Terminal Disposition Phase After Extravascular Administration for TAK-071 SRD Non-Japanese Participants; CL/F: Apparent Clearance After Extravascular Administration for TAK-071 SRD Non-Japanese Participants TAK-071+Donepezil; CL/F: Apparent Clearance After Extravascular Administration for TAK-071 Relative Bioavailability and Food Effect; CL/F: Apparent Clearance After Extravascular Administration for TAK-071 SRD Non-Japanese Participants; Terminal Disposition Phase Half-life (t1/2z) for TAK-071 SRD Non-Japanese Participants TAK-071+Donepezil; Terminal Disposition Phase Half-life (t1/2z) for TAK-071 Relative Bioavailability and Food Effect; Terminal Disposition Phase Half-life (t1/2z) for TAK-071 SRD Non-Japanese Participants; AUClast: Area Under the Concentration-time Curve From Time 0 to Time of the Last Quantifiable Concentration for TAK-071 SRD Non-Japanese Participants TAK-071+Donepezil; AUClast: Area Under the Concentration-time Curve From Time 0 to Time of the Last Quantifiable Concentration for TAK-071 Relative Bioavailability and Food Effect; AUClast: Area Under the Concentration-time Curve From Time 0 to Time of the Last Quantifiable Concentration for TAK-071 MRD Non-Japanese; AUClast: Area Under the Concentration-time Curve From Time 0 to Time of the Last Quantifiable Concentration for TAK-071 MRD Japanese Participants; AUClast: Area Under the Concentration-time Curve From Time 0 to Time of the Last Quantifiable Concentration for TAK-071 MRD Non-Japanese Participants; AUC∞: Area Under the Concentration-Time Curve From Time 0 to Infinity, Calculated Using the Observed Value of the Last Quantifiable Concentration for TAK-071 SRD Non-Japanese Participants TAK-071 + Donepezil; AUC∞: Area Under the Concentration-Time Curve From Time 0 to Infinity, Calculated Using the Observed Value of the Last Quantifiable Concentration for TAK-071 SRD Non-Japanese Participants; AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 SRD Non-Japanese Participants TAK-071+Donepezil; AUC∞: Area Under the Plasma Concentration-Time Curve From Time 0 to Infinity for TAK-071 Relative Bioavailability and Food Effect; AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 MRD Non-Japanese Participants [Day 21]; AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 MRD Non-Japanese Participants [Day 1]; AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 MRD Japanese Participants [Day 28]; AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 MRD Japanese Participants [Day 8]; AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 MRD Japanese Participants [Day 1]; AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 MRD Non-Japanese Participants [Day 28]; AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 MRD Non-Japanese Participants [Day 8]; AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 Multiple-Rising Dose (MRD) Non-Japanese Participants [Day 1]; AUC(0-24): Area Under the Plasma Concentration-Time Curve From Time 0 to 24 Hours for TAK-071 Single-Rising Dose (SRD) Non-Japanese Participants; Cmax: Maximum Observed Plasma Concentration for TAK-071 SRD Non-Japanese Participants TAK-071+Donepezil; Cmax: Maximum Observed Plasma Concentration for TAK-071 Relative Bioavailability and Food Effect; Tmax: Time of First Occurrence of Cmax for TAK-071 MRD Non-Japanese Participants [Day 1]; Cmax: Maximum Observed Plasma Concentration for TAK-071 MRD Non-Japanese Participants [Day 21]; Cmax: Maximum Observed Plasma Concentration for TAK-071 MRD Non-Japanese Participants [Day 1]; Cmax: Maximum Observed Plasma Concentration for TAK-071 MRD Japanese Participants [Day 28]; Cmax: Maximum Observed Plasma Concentration for TAK-071 MRD Japanese Participants [Day 8]; Cmax: Maximum Observed Plasma Concentration for TAK-071 MRD Japanese Participants [Day 1]; Cmax: Maximum Observed Plasma Concentration for TAK-071 MRD Non-Japanese Participants [Day 28]; Cmax: Maximum Observed Plasma Concentration for TAK-071 MRD Non-Japanese Participants [Day 8]; Cmax: Maximum Observed Plasma Concentration for TAK-071 Multiple-Rising Dose (MRD) Non-Japanese Participants [Day 1]; Cmax: Maximum Observed Plasma Concentration for TAK-071 Single-Rising Dose (SRD) Non-Japanese Participants; Tmax: Time of First Occurrence of Cmax for TAK-071 SRD Non-Japanese Participants TAK-071+Donepezil; Tmax: Time of First Occurrence of Cmax for TAK-071 Relative Bioavailability and Food Effect; Tmax: Time of First Occurrence of Cmax for TAK-071 MRD Non-Japanese Participants [Day 21]; Tmax: Time of First Occurrence of Cmax for TAK-071 MRD Japanese Participants [Day 28]; Tmax: Time of First Occurrence of Cmax for TAK-071 MRD Japanese Participants [Day 8]; Tmax: Time of First Occurrence of Cmax for TAK-071 MRD Japanese Participants [Day 1]; Tmax: Time of First Occurrence of Cmax for TAK-071 MRD Non-Japanese Participants [Day 28]; Tmax: Time of First Occurrence of Cmax for TAK-071 MRD Non-Japanese Participants [Day 8]; Tmax: Time of First Occurrence of Cmax for TAK-071 Multiple-Rising Dose (MRD) Non-Japanese Participants [Day 1]; Tmax: Time of First Occurrence of Cmax for TAK-071 Single-Rising Dose (SRD) Non-Japanese Participants; Percentage of Participants Who Meet the Markedly Abnormal Criteria for 12-lead Electrocardiogram (ECG) Parameters at Least Once Post-dose; Percentage of Participants Who Meet the Markedly Abnormal Criteria for Vital Sign Measurements at Least Once Post-dose; Percentage of Participants Who Meet the Markedly Abnormal Criteria for Clinical Laboratory Tests at Least Once Post-dose; Percentage of Participants Who Experienced at Least One Treatment-Emergent Adverse Event (TEAE)",,2016,2019; Terminated,,,
