Table 9.  All Intervention Matches in independent trials involving more than 1 neurodegenerative disorder.,,,,,,,,,,,,,
Drug,Trial,Phase,Diagnosis,Number of Participants,Duration of Trial,Primary Outcome(s),Biomarker Outcome(s),Year Registered,Status,,,,
SAGE-718,NCT04476017,P2,PD,22,"Baseline and Days 1, 7, 14 and 28",Percentage of Participants With at Least One Treatment-Emergent Adverse Event (TEAE); Percentage of Participants With Clinically Significant Changes in Vital Sign Measurements; Percentage of Participants With Clinically Significant Changes in Laboratory Assessments; Percentage of Participants With Clinically Significant Changes in Electrocardiogram (ECG) Measurements; Percentage of Participants With Change in Baseline for Responses on the Columbia Suicide Severity Rating Scale (C-SSRS),,2020,2021; Recruiting,,,drug,
,NCT04602624,P2,AD,22,Up to Day 28,Number of Participants With Treatment-Emergent Adverse Events (TEAE); Percentage of Participants With Clinically Significant Changes in Vital Signs Measurements; Percentage of Participants With Clinically Significant Changes in Laboratory Assessments; Percentage of Participants With Clinically Significant Changes in Electrocardiogram (ECG) Measurements; Percentage of Participants With Change From Baseline Responses on the Columbia Suicide Severity Rating Scale (C-SSRS),,2020,2021; Recruiting,,,,
,NCT03787758,P1,HD,6,17 Days,"Number of Participants with the Incidence of Adverse Events and Serious Adverse Events.; Percentage of participants with change from baseline in vital signs.; Change from baseline in electrocardiograms (ECGs) including PR interval, QT interval, QTc interval, QTcF, and rhythm abnormalities; Percentage of participants with change from baseline in clinical laboratory parameters.; Change from baseline in Columbia-Suicide Severity Rating Scale (C-SSRS).; PK profile of SAGE-718 following administration of multiple doses of SAGE-718 Oral Solution as assessed by area under the curve [AUC].; PK profile of SAGE-718 following administration of multiple doses of SAGE-718 Oral Solution as assessed by maximum observed concentration [Cmax].; PK profile of SAGE-718 following administration of multiple doses of SAGE-718 Oral Solution as assessed by time of occurrence of Cmax [tmax].",,2018,2019; Completed,,,,
AZD0328,NCT04810104,P2,"MCI, PD",160,From baseline to week 12 (end of treatment period),"Change in Attentional Intensity Index composite factor score from baseline to week 12; Change in Attentional Intensity Index composite factor score from baseline to week 6; Change in Sustained Attention Index composite factor score from baseline to week 6 and week 12; Change in Working Memory Index composite factor score from baseline to week 6 and week 12; Screening/Baseline whole-brain and regionally specific brain volumes as predictors of treatment response; Screening/Baseline whole-brain perfusion as well as perfusion in ROIs as predictors of treatment response; Change in Episodic Memory Index composite factor score from baseline to week 6 and week 12; Change in Memory Speed Retrieval Index composite factor score from baseline to week 6 and week 12; Change in MoCA score from screening to week 12; Change in Sustained Attention Index composite factor score from week 12 to week 16; Change in Working Memory Index composite factor score from week 12 to week 16; Change in Episodic Memory Index composite factor score from week 12 to week 16; Change in Memory Speed Retrieval Index composite factor score from week 12 to week 16; Change in MDS-UPDRS Part III motor examination subscale score from baseline to week 12; Change in total score from the Non-Motor Symptom Scale from baseline to week 12; Change in total score from the 39-item Parkinson's Disease Questionnaire from baseline to week 12; Change in MCI-CGIC from baseline to week 12; Change in depression and anxiety subscale scores from the HADS from baseline to week 12; Incidence, nature and severity of AEs and SAEs during treatment period; Incidence of dosage reduction or treatment discontinuation during treatment period; Incidence of clinically significant changes or abnormal electrocardiogram (ECG) assessments, vital sign measurements and clinical laboratory values during treatment period; Changes in whole-brain and regionally specific brain volumes from baseline/screening to week 12; Changes in whole-brain perfusion as well as perfusion in regions of interests (ROIs) from baseline/screening to week 12; Changes in functional resting-state connectivity of the large-scale cognitive brain networks from baseline/screening to week 12; Screening/Baseline functional resting-state connectivity of the large-scale cognitive brain networks as predictors of treatment response; Placebo-controlled change in levels of exploratory blood-based biomarkers for neuroprotection and/or disease modification changes; Change in levels of study medication in blood from baseline to week 12",,2021,2021; Not yet recruiting,,,drug,
,NCT00687141,P1,AD,112,Psychometric test battery performed at defined timepoints during residential period.,"Safety and tolerability of AZD0328 by assessment of vital signs, laboratory variables and ECG; Safety and tolerability of AZD0328 by assessment of adverse events; Determine the single and multiple dose pharmacokinetics (PK) of AZD0328; Evaluate the cognitive dose response relationship for AZD0328",,2008,2010; Completed,,,,
lumbar puncture,NCT04515550,,HD,65,"At baseline, 9 m, and 18 m",Change in Unified Huntington Disease Rating Scale (UHDRS) and UHDRS sub-sections; Change in Montreal Cognitive Assessment (MoCA),,2020,2021; Recruiting,,,delete,biom
,NCT01962311,N/A,ALS,82,2 years,"Diagnostic markers studied are metabolites of cerebrospinal fluid, blood and urine measured by three complementary analytical methods",,2013,2019; Completed,,,,
,NCT03217396,,"ALS, PD, AD",150,September 01 2020,Identification of predictive biomarkers of SM using an ex vivo chimeric model; Identification of new therapeutic targets in MS.,,2017,2019; Recruiting,,,,
,NCT01876459,N/A,AD,265,Day one.,rate of alpha-synuclein in cerebrospinal fluid,,2013,2013; Unknown status,,,,
Sham,NCT04360044,P2,CBD,120,24 hours and 48 hours,Headache Pain Relief at 2 Hours Post-Treatment; Headache pain freedom; Most bothersome symptom freedom; Headache pain relief; Freedom from photophobia; Freedom from phonophobia; Use of rescue medication; Sustained pain freedom; Sustained most bothersome symptom freedom,,2020,2021; Recruiting,,,device,
,NCT04762823,N/A,PD,48,"Through study completion, up to 12 m","Movement Disorder Society version of the Unified Parkinson's Disease Rating Scale (MDS-UPRDS); Fatigue Severity Scale (FSS); Multidimensional Fatigue Inventory (MFI); 30-meter walk test, single-task (30mWT-ST; 2 trials); 30-meter walk test, dual-task (30mWT-DT; 2 trials); 6-minute walk test (6MWT; 1 trial); 9-hole peg test (9-HPT; two trials with each hand); Reaction time test (simple and choice; 1 trial each); Flanker Inhibitory Control and Attention Test (1 trial); Trail Making Test A and B (TMT A/B; 1 trial each); Berg Balance Scale (BBS); Static Posturography.; Brain activity PET Imaging with [18F]Fluorodeoxyglucose (FDG)",,2021,2021; Not yet recruiting,,,,
,NCT03875326,N/A,"MCI, AD",240,"After each HD-tDCS Session, daily",Change in Lateral Temporal Cortex Connectivity; Self-Report of Contentment with Memory; Self-Report of Memory Mistakes; Self-Report of Memory Strategies Used; Change in Memory Functioning; Change in Overall Fluid Cognitive Abilities; Cumulative Working Memory Effects of HD-tDCS across daily sessions; Cumulative Memory Accuracy Effects of HD-tDCS across daily sessions; Cumulative Memory Reaction Time Effects of HD-tDCS across daily sessions; Tolerability of HD-tDCS; Effectiveness of Blinding of HD-tDCS; Change in Default Mode Network Connectivity; Change in Inhibition Ability; Change in Conceptualization Ability; Change in Picture Sequence Memory; Change in Working Memory Ability; Change in Processing Speed; Cumulative Working Memory Performance Effects of HD-tDCS across daily sessions; Change in Global Cognition; Change in Visuospatial Functioning; Change in Language Functioning; Change in Attention; Change in Cognitive Functioning; Cumulative Cognitive Change across Daily Consecutive Sessions,,2019,2020; Recruiting,,,,
,NCT04589182,N/A,"HD, MCI, PD",12,"before and after intervention (day 1 and 4, day 7 and 10)",Subjective sleep quality; Pilot study: feasibility of acoustic SWS enhancement; Vigilance; Sleep benefit on motor performance; Momentary sleepiness; Average sleepiness; Mood; Restorative effect of sleep; Slow wave enhancement; Auditory stimulation algorithm performance; Pilot study: changes in mood; Pilot study: changes in sleep quality; Pilot study: changes in sleepiness,,2020,2020; Recruiting,,,,
,NCT03446508,N/A,MCI,60,"Baseline (before the first HD-tDCS session), immediate post (immediately after the last HD-tDCS session) and 1 month follow up (1 month after the last HD-tDCS session)",Memory retrieval/word finding assessment.; Electroencephalography (EEG).,,2018,"2020; Active, not recruiting",,,,
,NCT03328195,N/A,AD,60,12 w,Change in the Severe Impairment Battery (SIB) score - An assessment of Severe Dementia in the elderly.; Device safety according to the number of device-related adverse events; Change in the Severe Impairment Battery score - An assessment of Severe Dementia in the elderly.; Change in the Alzheimer's Disease Cooperative Study - Activities of Daily Living for Severe Alzheimer's Disease (ADL SAD) score; Change in the Neuropsychiatric Inventory (NPI) score which assesses behavioral changes in neurologic illnesses based on a standardized caregiver interview.; Change in the Alzheimer's Disease Cooperative Study - Clinical Global Impression of Change (ADCS CGIC) score.; Change in the Electroencephalogram's (EEG) overall power spectral density; Caregiver reported treatment compliance,,2017,2020; Recruiting,,,,
,NCT04122001,N/A,AD,60,"One week before intervention and one week post intervention, up to 8 w","Change in auditory recall accuracy based on the sum of words recalled in Trials 1-5 of semantically related - trained word-lists; Change in auditory delayed recall accuracy of semantically related - trained word-lists; Change in auditory recall accuracy based on the sum of words recalled in Trials 1-5 of semantically unrelated - trained word-lists; Change in auditory delayed recall accuracy of semantically unrelated - trained word-lists; Change in auditory recall accuracy based the sum of words recalled in Trials 1-5 of semantically related - untrained word-lists; Change in auditory delayed recall accuracy of semantically related - untrained word-lists; Change in auditory recall accuracy based on the sum of words recalled in Trials 1-5 of semantically unrelated - untrained word-lists; Change in auditory delayed recall accuracy of semantically unrelated - untrained word-lists; Change in Rey Auditory-Verbal Learning Test (RAVLT) score; Change in Mini Mental State Examination (MMSE); Change in Mnemonic Similarity Task (MST) score; Change in word repetition score; Change in non-word repetition score; Change in sentence repetition score; Change in oral naming Boston Naming Test score; Change in oral naming Philadelphia Naming Test score; Change in written naming as assessed by Boston Naming Test; Change in written naming as assessed by Philadelphia Naming Test; Change in oral naming of action as assessed by Hopkins Assessment of Naming Actions (HANA); Change in syntactic comprehension as assessed by Subject-relative, Object-relative, Active, Passive (S.O.A.P.) Syntactic Battery; Change in verbal fluency task score; Change in spelling as assessed by the Johns Hopkins Dysgraphia battery; Change in digit span forward score; Change in digit span backward score; Change in spatial span forward score; Change in spatial span backward score; Change in semantic content of connected speech; Change in attention and manipulation of information scores; Change in volumetric measurements of select brain regions; Change in functional connectivity of select brain regions (z-correlations); Change in Gamma-Aminobutyric Acid (GABA) concentration; Change in location of white matter tracts of select brain regions; Change in anisotropy of white matter tracts of select brain regions; Correlation of primary and secondary outcomes with sleep efficiency",,2019,2020; Recruiting,,,,
,NCT04182529,N/A,MCI,40,"through study completion, an average of 2 year",N-Back Test (cognitive test battery); Category Fluency Test; The Hong Kong List Learning Test; The Chinese Version of the Mattis Dementia Rating Scale; NIRS Recording; EEG Recordings,,2019,2019; Recruiting,,,,
,NCT00856518,P2/P3,PD,42,at baseline and after 5-week of EMST exercise,Swallow-related Quality of Life (SWAL-QOL); Penetration-Aspiration Scale Score; Maximum Expiratory Pressure (MEP),,2009,2017; Completed,,,,
,NCT02221544,N/A,PD,20,One week post intervention,Changes in frequency and severity of the freezing of gait phenomenon; Community ambulation; Changes in endurance; Balance; Immediate changes in blood pressure; Immediate change in gait function,,2014,2014; Unknown status,,,,
,NCT01885806,P2,AD,40,"4th week, 8th week, 12th week",Change in apathy symptoms; Change in ADAS-Cog scores; Change in the Zarit Burden Scale; Safety assessment,,2013,2013; Unknown status,,,,
cannabidiol,NCT04360044,P2,CBD,120,24 hours and 48 hours,Headache Pain Relief at 2 Hours Post-Treatment; Headache pain freedom; Most bothersome symptom freedom; Headache pain relief; Freedom from photophobia; Freedom from phonophobia; Use of rescue medication; Sustained pain freedom; Sustained most bothersome symptom freedom,,2020,2021; Recruiting,,,delete,
,NCT02818777,P2,PD,13,Baseline and 5 w,Number of Participants Had Changes in Orthostatic Blood Pressure; Change in MDS-UPDRS Tremor Score (Total of Items 3.17 and 3.18) in the ON State; Change in Unified Dyskinesia Rating Scale (UDysRS); Change in International Restless Legs Syndrome Study Group Rating Scale for Restless; Change in Fatigue Severity Scale; Change in Questionnaire for Impulsive-Compulsive Disorders in Parkinson's Disease-Rating Scale (QUIP-RS); Change in Pain Severity Form; Change in Emotional and Behavioral Dyscontrol Short Form; Change From Baseline of REM Sleep Behavior Disorder Screening Questionnaire (RBDSQ); Change in Scales for Outcomes in Parkinson's Disease (SCOPA)-Sleep-night Time Sleep; Change in Depression Short Form; Change in Neuropsychiatric Inventory (NPI); Change in Anxiety Short Form; Change in Montreal Cognitive Assessment (MoCA); Change in Movement Disorder Society-Unified Parkinsons Disease Rating Scale Total Score; Proportion of Subjects That Drop Out of the Study Due to Study Drug Intolerance; Number of Participants Had Changes in Laboratory Values; Number of Participants Had Changes in EKG; Number of Participants Had Changes in Physical Exam; Severity of Participants Reporting Study-related Adverse Events at Each Dose Level,,2016,2019; Completed,,,drug,
